major,major_summary
정치외교학과,"정치외교학은 정치현상을 과학적으로 탐구ㆍ이해하여 정치 및 외교분야에서 활동할 수 있는 전문인력을 양성하려는 학과입니다. ‘펜은 칼보다 강하다.’라는 말이 있습니다. 영토 분쟁과 역사 분쟁으로 국가 간 갈등이 일어나는 국제사회에서 정치외교는 이를 해결하는 역할을 담당합니다. 정치외교학과에서는 국내외 정치적, 국제적 현상에 대한 이론과 실제를 공부합니다. 또, 급변하는 국내외 정세에 대한 연구를 통해 정치외교 분야에서 활동할 수 있는 전문 인력을 양성합니다."
신소재응용과,"컴퓨터를 만들기 위해서는 반도체가 필요하고, 자동차는 합금재료, 골프채는 복합 재료, 휴대전화를 만들기 위해서는 전파를 감지할 수 있는 재료가 꼭 필요합니다. 이에 따라 신소재응용과는 바이오기술, 환경기술, 나노기술, 정밀화학기술의 세계화에 능동적으로 대처하기 위하여 신소재의 개발을 위하여 금속, 세라믹스, 전자 및 고분자 소재에 대한 이론적인 교과과정을 기반으로 현실적인 문제점을 해결하고 개발하는 것을 교육목표로 합니다. "
재료과,"석기 시대, 청동기 시대, 철기 시대처럼 재료는 대표적인 시대의 이름의 앞에 붙여질 정도로 사람들의 의식주에 중요한 역할을 하고 있습니다. 재료공학과는 사람들의 삶에 편리한 물건들을 만들 수 있는 재료의 기능과 성질에 대해서 공부하고, 제품을 설계, 가공, 제조하는 기술을 배우는 곳입니다. 재료과에서는 금속 및 각종 재료의 기초 이론인 금속조직학, 재료과학, 금속재료학 및 전자재료 등을 교육하고, CAD, CATIA, 주조공학, 표면처리, 재료시험 및 열처리 등의 실험 실습을 통하여 습득하게 하여 산업현장에서 요구하는 유능한 기술인을 양성하는 것을 교육목표로 합니다."
제철금속과,"제철금속과는 철강과 관련한 이론과 실습을 통하여 제선, 제상, 연속주조, 열간압연, 냉간압연 등의 실무를 습득합니다. 또한 제철금속과는 산업 전반의 기초가 되는 철과 비철 등을 비롯한 금속의 제련과 정련공정을 거쳐 용도에 맞는 성질과 형태로 재료를 제조하는 기초 소재 분야뿐만 아니라 첨단산업에 필수적으로 수반되는 신소재 개발에 참여하는 전문 기술인 양성을 교육목표로 합니다."
금융경영과,"금융경영학은 미래산업사회의 주도적 역할을 담당할 금융, 보험업종의 우수한 자원을 제공하고 이를 통하여 국가 사회에 기여할 수 있도록 하는 학문입니다. 금융경영과는 금융에 관한 학문적 기초지식을 체계적으로 습득하고 기업경영에 있어서의 재무와 위험관리에 관련된 주요 기능을 이해, 분석할 수 있는 기술적 수단을 연구하고 금융 산업의 국제화 추세에 따른 환경변화에 능동적으로 적응할 수 있는 실질적 능력을 배양하여 경제발전에 기여할 수 있는 전문 인재를 양성하는 것에 교육목표를 두고 있습니다."
금융보험학과,"금융보험학과는 금융보험산업 또는 금융현상에 대한 이해를 위해 금융거래에 있어서의 독특한 매커니즘, 금융상품이 지니고 있는 의미, 금융상품의 가치판단, 금융거래상의 정보화를 이해하고자 하는 학문입니다. 또한 이들이 실물경제에 미치는 영향들을 파악하기 위해서 기본적인 이론과 실무에 대한 학습을 통해 장차 경제발전에 기여할 인재를 양성하는 것을 목표로 합니다. 돈과 관련된 상품ㆍ서비스에 대해 배우는 ‘금융’, 기업 및 기관의 재무 상태 분석 및 자산관리, 예산과 연관된 ‘회계’, 개인이나 기업 및 기관이 내는 세금과 관련된 ‘세무’. 금융ㆍ회계ㆍ세무학과에서는 이처럼 돈과 관련된 정보를 산출하고, 이를 잘 관리할 수있는 전문 인력을 육성합니다."
안경광학과,"현대에는 정말 많은 사람들이 안경을 사용하고 있죠? 노안에 따른 자연스러운 시력 저하뿐만 아니라 장기간의 전자기기 사용, 어두운 곳에서의 오랜 독서, 오존층 파괴와 미세먼지의 증가 등 다양한 이유로 현대인의 눈의 피로감과 시력 저하의 원인이 되고 있습니다. 이러한 이유로 안경광학과는 현대인들의 안보건과 시력관리를 위해 체계적인 이론 및 실습을 바탕으로 안경학, 안과학, 조제가공 및 처방에 관련된 체계적이고 전문적인 지식을 습득하여 굴절이상 및 시기능 이상을 교정하는 안경사 및 검안사를 양성하는 것에 교육목표를 두고 있습니다."
자동차공학과,"휘발유나 가스를 이용하는 자동차 한 대를 만들기 위해서는 약 2만 5,000여 개의 크고 작은 부품이 필요합니다. 자동차공학과는 휘발유, 디젤, 가스, 하이브리드, 전기, 수소 자동차 등을 만들기 위한 필요한 통신, 각종 재료, 기계, 전기, 전자 등의 분야를 복합적으로 공부하는 학과입니다. 자동차공학과는 자동차 설계와 제조, 조립 등 생산 과정에서 생기는 다양한 문제들을 분석하고 해결 할 수 있는 전문가를 양성하는데 목표를 두고 있습니다."
대기과학과,대기과학은 지구와 다른 행성들의 대기에서 일어나는 현상들을 이해하고 응용하는 학문입니다. 대기과학과는 대기과학에 대한 기본적인 학문 내용을 교육ㆍ연구합니다. 또한 당면하고 있는 환경문제도 교육ㆍ연구함으로써 전문 지식과 자질을 갖춘 인재 양성에 교육목표를 두고 있습니다.
천문학과,"어린시절 누구나 밤하늘에 반짝이는 별에 대해 호기심을 가져본 적이 있을 것입니다. 천문학은 우주의 기원, 별의 생성과 소멸, 우주탐사에 대한 연구를 통해 인류와 우주와 연관된 중요하고도 심오한 문제를 다루고 있습니다. 천문학과는 우주와 물질의 기원에 대한 이해를 목표로 물리학과 천문학의 기본원리를 탐구하고 이해하는 인재를 양성합니다. "
언어과학과,"인간과 동물을 구분 짓는 가장 특징적인 것 중 하나가 무엇일까요? 바로 인간은 ‘언어’를 사용한다는 것입니다. 
언어과학과에서는 이처럼 중요한 ‘언어’의 본질을 연구하고, 언어 현상을 관찰하며, 나아가 인간 본성에 대한 공부도 하게 됩니다. 언어과학과는 언어에 대한 탐구 및 응용을 통해 21세기 지식정보사회의 핵심 인재를 키웁니다."
미용과,텔레비전과 잡지 속에서만 보던 다양한 머리 모양은 이제 우리 주위에서도 쉽게 볼 수 있을 것입니다. 생활수준의 향상과 여가 시간의 활용으로 미에 대한 관심이 높아지고 현대사회에서의 아름다움을 창조하려는 현대인의 관심이 높아지고 있기 때문입니다. 미용과는 고객에게 적합한 헤어스타일을 연출하고 건강한 피부와 모발을 유지하기 위한 미용서비스를 제공할 수 있는 전문가를 양성하는 것이 교육 목표입니다. 
뷰티미용학과,"건강과 아름다움은 현대인의 가장 큰 관심사에 속합니다. 건강과 아름다움을 바탕으로 헤어, 피부, 메이크업, 네일 및 화장품 등에 관한 체계적인 학습이 필요한 이유입니다. 뷰티미용학과는 헤어, 피부미용, 특수분장 및 메이크업, 네일 아티스트 등 다양한 직무 분야에서 활약할 수 있는 뷰티 전문가 양성을 교육목표로 두고 있습니다."
피부미용과,"인간은 예로부터 아름다움을 소유하고 유지하기 위한 다양한 방법과 기술들을 연마해 왔습니다. 피부미용과는 피부의 구조와 기능을 이해하고, 피부 유형 및 피부 관리법을 학습합니다. 더불어 메이크업과 헤어디자인, 네일아트 등을 함께 배우기도 합니다. 이처럼 피부미용과는 다양한 미용 기술을 배우고 과학적 연구를 하는 학문입니다."
소프트웨어공학과,"스마트폰으로 터치 한번으로 쉽게 음식 주문을 하고, 클릭 한 번으로 인터넷으로 물건을 살수 있는 것은 바로 소프트웨어 공학 기술이 있었기 때문입니다. 소프트웨어공학은 소프트웨어의 개발과 운용 그리고 유지운영에 필요한 체계적이고 정량화된 개발방법이나 운영방법을 적용하고 이러한 접근 방법들에 관하여 배우는 학과입니다. 소프트웨어 산업과 첨단 과학기술 개발에 주도적 역할을 할 수 있는 창의적이고 우수한 인재를 양성하는 것에 교육목표를 두고 있습니다."
인터넷정보학과,"인터넷을 흔히 정보의 바다라고 하는데 이제는 정보의 우주라고 해도 되지 않을까요? 하루에도 셀수 없는 정도의 정보가 인터넷을 통해 전송되고 이용되고 있습니다. 인터넷 정보 산업은 정치, 사회, 문화와 관련이 깊고 경제 발전의 원동력이 되는 산업입니다. 인터넷 정보학에 필요한 정보처리, 데이터 구조, 정보보호, 웹프로그래밍 등에 대한 이론과 최신 방법론에 대해 배웁니다. 인터넷 정보학과는 우리나라 IT와 정보통신산업을 주도할 인재를 양성하는 것에 교육목표를 두고 있습니다"
정보통신과,"유비쿼터스 시대라는 말을 들어본 적 있나요? 유비쿼터스(Ubiquitous)는 ‘언제 어디서나 존재한다’는 뜻인데요. 사용자가 시간과 장소에 상관없이 자유롭게 네트워크에 접속할 수 있는 환경을 의미합니다. 네트워크 환경에 대한 접근성이 점점 쉬워지고 있다는 뜻이에요. 그렇다면 정보통신 분야 또한 중요해지는 것이죠. 정보통신과는 첨단 통신 분야(이동통신, 방송통신 등)의 전문지식을 쌓고 설계, 측정, 장비 운용 기술을 습득할 수 있고, 컴퓨터 시스템 및 네트워킹 분야의 이론과 실무에 대하여 배울 수 있습니다."
방송제작과,"방송제작과는방송, 문화예술 시대에 따른 다양한 형태의 공연과 방송매체에 이르기까지 다양한 분야에 적용되어 수준 높은 문화예술을 발전시키기 위한 학과입니다. 이를 위해 방송 프로그램 제작에 필요한 카메라 촬영, 영상 편집, 조명 등의 이론과 실기 교육을 실시하고, 스튜디오 및 야외 제작 등 다양한 환경에서의 제작 기법을 습득할 수 있습니다. (그리하여_ 방송제작과는 방송 현장에 대한 감각을 익히고 제작 실무에 바로 참여할 수 있도록 실습과 현장을 연결하는 프로그램을 통해 변화하는 방송 환경을 이끌어 나갈 기술인을 양성하는 것에 교육 목표를 두고 있습니다."
음향제작과,"멀티미디어 시대를 맞이하여 음향은 중요한 매체의 하나로 등장하고 있습니다. 음향제작과는 오디오, 스피커 설계와 전문 녹음 및 편집 그리고 건축음향의 설계시공 전문인을 양성하는 학과입니다. 또한 음향 관련 분야의 설계 소프트웨어를 교육하여 음향 시뮬레이션 프로그램의 사용 능력을 갖추고 기술 및 제품 개발에 활용할 수 있도록 합니다. 또한 음향장비의 전문적 활용과 기술 개발 능력을 향상시킴으로서 음향기기의 설계, 제작, 시험 및 운용할 수 있는 음향 기술 인력 양성을 교육목표로 합니다."
산업경영학과,산업경영학은 기업과 관련된 경영 의사결정의 문제들을 과학적 분석 방법으로 해결하며 효율적이고 효과적인 의사결정을 내리기 위해 기술 문제와 경영 문제를 함께 검토ㆍ분석하는 학문입니다. 산업경영학과는 국제화 시대를 맞이하여 국가 산업 발전에 중추적 역할을 수행할 수 있는 이론과 실천적 지식을 겸비한 미래의 전문 관리자 양성에 교육 목표를 두고 있습니다.
