,name,description,ability,related_subjects,type
14,과학과제 연구,"과학 계열 고등학교 학생이나 일반고의 과학 과목 중심 교육과정을 이수하는 학생을 대상으로 하여, 토론과 조사를 거쳐 특정 과학 과제를 선정하여 실험 실습을 수행하고 결론을 도출하여 보고서를 작성하는 일련의 연구 과정을 체험하여 과학자가 갖추어야 할 연구 수행 능력을 기르기 위한 과목이다. 특히, 교과서가 제작되지 않는 과목으로 교육 내용의 선정 및 학습 활동의 구성 등에 있어서 교사의 재량권이 매우 크다. ", ,[],prof
15,생태와 환경,"생태와 환경에 관심이 있는 학생들을 대상으로 하는 과목으로써, 최신의 생태와 환경 문제에 대한 심화된 내용을 이해하고 과학적 탐구 과정을 직접 체험해 봄으로써 생태와 환경 문제를 합리적으로 해결하는 예비 과학자 혹은 일반 시민으로서의 기초 소양을 함양하고, 이를 활용하여 인류의 지속가능한 발전에 기여하는 태도를 함양하는 데 목적이 있다.", ,[],prof
16,스포츠 개론,"스포츠 개론은 체육 및 스포츠의 의미와 역사를 이해하고, 다양한 가치를 탐구하며, 스포츠의 과학적 원리를 종합적으로 탐색하여 스포츠에 대한 전반적이고 체계적인 이해를 돕는 과목이다.", ,[],prof
17,체육과 진로 탐구,체육과 진로 탐구는 체육의 다양한 진로를 폭넓게 이해하고 자기 이해와 집중적인 진로 탐구 과정을 통해 자신의 미래를 설계하고 준비할 수 있는 능력과 자질을 함양하는 과목이다., ,[],prof
18,체육 지도법,체육 지도법은 코칭의 교육적 의미에 대한 이해를 바탕으로 적절한 지도 방법과 훈련 방법을 익혀 학생 선수들을 효율적으로 지도할 수 있는 전문 능력을 기르는 과목이다., ,[],prof
19,육상 운동,육상 운동은 육상 운동에 대한 이론적 지식을 탐색하고 육상 기능과 경기 방법을 습득하여 경기에 참여함으로써 육상 운동에 대한 전문 능력을 기르는 과목이다. , ,[],prof
20,체조 운동,체조 운동은 체조 운동에 대한 이론적 지식을 탐색하고 체조 기능과 경기 방법을 습득하여 경기에 참여함으로써 체조 운동에 대한 전문 능력을 기르는 과목이다., ,[],prof
21,수상 운동,수상 운동은 수상 운동에 대한 이론적 지식을 탐색하고 수상 기능과 경기 방법을 습득하여 경기에 참여함으로써 수상 운동에 대한 전문 능력을 기르는 과목이다., ,[],prof
22,개인·대인 운동,개인·대인 운동은 개인 운동과 대인 운동에 대한 이론적 지식을 탐색하고 이와 관련된 운동 기능과 경기 방법을 습득하여 경기에 참여함으로써 개인･대인 운동에 대한 전문 능력을 기르는 과목이다., ,[],prof
23,단체 운동,단체 운동은 단체 운동에 대한 이론적 지식을 탐색하고 단체 운동 기능과 경기 방법을 습득하여 경기에 참여함으로써 단체 운동에 대한 전문 능력을 기르는 과목이다. , ,[],prof
24,체육 전공 실기 기초,체육 전공 실기 기초는 전공 실기의 특성을 이해하고 경기력에 필요한 기본 기능과 경기 규칙 및 용어를 습득하여 전공 실기에 관한 기초 능력을 기르는 과목이다., ,[],prof
25,체육 전공 실기 심화,체육 전공 실기 심화는 전공 실기의 훈련과 방법을 이해하고 기본 기술 및 응용 기술 훈련에 참여하여 리더십과 문제 해결력을 기르고 전공 실기에 관한 심화 능력을 기르는 과목이다., ,[],prof
26,체육 전공 실기 응용,체육 전공 실기 응용은 다양한 전술을 이해하고 경기 전술과 경기 운영 방법 및 심판법을 습득하여 전공 실기에 관한 응용 능력을 기르는 과목이다. , ,[],prof
27,스포츠 경기 체력,체육 전공 실기 응용은 다양한 전술을 이해하고 경기 전술과 경기 운영 방법 및 심판법을 습득하여 전공 실기에 관한 응용 능력을 기르는 과목이다. , ,[],prof
28,스포츠 경기 실습,스포츠 경기 실습은 스포츠 경기 대회에 참가하는 데 필요한 준비 과정(훈련)에서부터 실제 경기에 참가하는 과정에 대해 이해하고 자신의 경기력을 파악하여 참가 대회에서 기대한 경기력을 발휘하기 위해 실습하는 과목이다., ,[],prof
29,스포츠 경기 분석,스포츠 경기 분석은 스포츠 수행에 필요한 과학적 기초 지식을 바탕으로 경기를 분석하여 실제 경기 상황을 이해하고 적용하는 능력을 계발하는 과목이다., ,[],prof
30,음악 이론,‘음악 이론’은 음악 활동에 바탕이 되는 기초적인 음악 용어와 악곡의 구성 원리를 학습하는 과목이다. 음악의 의미와 구조적 특성에 대해 체계적으로 이해하고 음악 이론에 대한 지식의 폭을 넓힘으로써 표현 및 감상 활동에 바탕이 되도록 한다., ,[],prof
31,음악사,"‘음악사’는 음악의 역사적 흐름과 시대적 특성을 이해하고 감상함으로써 음악 문화나 작품, 작곡가에 대한 이해의 폭을 넓히고 미적 가치를 판단할 수 있는 능력을 기르는 과목이다. 음악의 전반적인 역사에 대한 학습을 통하여 음악이 한 시대의 미의식이나 정신을 어떻게 반영하고 있는지를 이해하고 다른 시대 또는 다른 지역의 음악과 비교함으로써 우리나라의 음악 문화와 다른 나라의 음악 문화를 폭넓게 이해할 수 있다. 또한 음악 작품 및 연주에 대한 논리적, 체계적 분석을 통하여 비평적 안목을 기를 수 있다. ", ,[],prof
32,시창·청음,"‘시창·청음’은 음악 활동의 기본이 되는 악보를 보고 부르는 독보 능력, 듣고 적는 능력, 듣고 분석하는 능력, 듣고 연주하는 능력을 기르고 음악의 초견력과 표현력을 신장시켜 연주와 창작 활동에서 창의력을 향상시키는 과목이다. ", ,[],prof
33,음악 전공 실기,‘음악 전공 실기’는 자신의 전공과 관련 있는 표현 활동을 통하여 다양한 기능을 익히고 심화시킬 수 있는 과목이다. 전공 지식과 기능을 전문적으로 학습함으로써 전문 음악가로서 활동하기 위한 능력과 자질을 기를 수 있다. , ,[],prof
34,합창,‘합창’은 여러 사람이 함께 노래함으로써 소리의 어울림과 균형을 경험하고 음악의 즐거움과 가치를 이해하여 창의적으로 표현할 수 있는 능력을 기르는 과목이다. ‘합창’을 통하여 음악을 조화롭게 표현함으로써 음악적 감성 역량 및 소통 역량과 문화적 공동체 역량을 함양한다. , ,[],prof
35,합주,‘합주’는 다양한 형태의 기악곡을 소리의 조화와 균형에 유의하여 연주함으로써 음악의 미적 가치를 인식하고 표현의 즐거움을 경험하는 과목이다. ‘합주’를 통하여 소리의 세계와 감정의 조화를 경험함으로써 음악적 감성 역량과 소통 역량을 함양한다., ,[],prof
36,공연 실습,"‘공연 실습’은 무대 연주를 통하여 연주자 및 공연자로서 악곡을 청중에게 효과적으로 전달하는 능력과 올바른 연주 자세를 기르는 과목이다. 또한 자신의 전공 분야 악곡을 연주하고 작품을 발표하는 것은 물론 다른 사람의 공연을 감상함으로써 개인의 실기 및 발표 능력을 향상시키고, 무대 활용 방법과 청중과의 소통 방법 등을 체험하여 전문 연주자로서 자질과 능력을 향상시키는 과목이다. ", ,[],prof
37,미술 이론,"‘미술 이론’은 미술 전공 실기 및 감상과 비평 활동에 바탕이 되는 제반 이론을 학습하는 과목으로서, 고등학교 예술 계열 미술 전문 과목 전체를 아우르는 개론적 성격을 지닌다. 미술 활동에서 직면하는 다양한 문제들에 대해 능동적이고 창의적으로 대처하기 위해서는 보편적이고 포괄적인 사고의 틀 안에서 분야별 기초 지식과 경험을 유연하게 조직하고 활용할 수 있는 능력이 필요하다. 이를 위해 ‘미술 이론’ 과목에서는 미술 작품의 창작과 감상 활동에서 필요한 핵심적인 내용 요소들을 체계적으로 이해하고 활용할 수 있는 능력을 기르는 것을 목적으로 한다. 주요 내용 영역은 ‘미술의 이해’, ‘조형론’, ‘비평론’으로 구성된다. 학습자는 ‘미술 이론’ 과목을 통해 미술의 여러 분야와 관련된 지식과 개념, 정보들을 다양한 미술 작품에 활용하고 해석할 수 있는 창의적 사고 능력과 융합 능력, 문제 해결 능력 등을 기를 수 있으며, 이와 같은 능력은 학습자 자신의 전공에 대한 이해의 폭을 넓히거나 심화하는 토대가 될 수 있다.", ,[],prof
38,미술사,"‘미술사’는 미술의 역사적 흐름과 배경 요인을 탐구하고, 이를 통해서 미술 작품의 가치와 의미를 주체적으로 분석하는 능력을 키우는 과목이다. 선사 시대로부터 현재에 이르기까지 미술은 시대와 지역에 따라서 다양하게 전개되어 왔으며, 미술 작품의 내용과 형식에는 창작의 주체인 미술가 뿐 아니라 사회 전반의 사고방식과 행동양식, 미적 감수성 등이 투영되어 있다. 따라서 미술의 역사적 변천 과정을 고찰하고 배경 요인을 분석함으로써 동시대의 미술과 문화에 대한 이해와 가치 판단 능력을 기를 수 있다. 생활 환경이 급속하게 변화하고 문화 교류가 활발하게 이루어지는 현대 사회에서는 문화적 감수성과 포용력, 시각적 문해력, 융합적 사고력을 함양하는 미술사 교육의 필요성이 더욱 증대되고 있다. ‘미술사’ 과목에서는 한국을 비롯하여 동양과 서양, 기타 다양한 문화권에서 형성되어 온 회화, 서예, 조소, 건축, 디자인, 공예 등 미술 분야 전반의 역사적 흐름과 시대별 특성, 배경 요인 등을 고찰한다. 그리고 분야별 주요 사례를 통해서 미술의 사회적 역할과 미적 가치를 성찰하며, 종교, 정치, 경제, 산업, 과학, 기술 등 사회 제반 분야와 미술사를 연계하여 탐구한다. 이와 같은 미술사적 지식과 탐구 방법은 학습자 자신의 전공에 대한 이해의 폭을 넓히거나 심화하는 데 토대가 된다. ", ,[],prof
39,드로잉,"‘드로잉’은 고등학교 예술 계열의 미술 전문 교과 과정에서 미술 실기의 기본이 되는 과목이다. 주로 선을 활용하여 사물의 형태나 심상의 세계 등을 표현하는 드로잉은 작품 제작의 발상과 설계 과정에서 필수적인 단계로 여겨져 왔으며, 회화, 조소, 건축, 디자인 등 미술의 제반 영역에서 폭넓게 활용된다. 또한 미술 뿐 아니라 다양한 학문과 일상생활의 영역에서 개념과 사고를 조직화하고 표현하는 수단으로 널리 쓰이고 있다.
‘드로잉’ 과목은 연필, 목탄, 콩테, 파스텔, 잉크, 먹 등 동서양의 전통적인 드로잉 재료를 비롯하여 컴퓨터 그래픽스 등 뉴 미디어에 이르기까지 다양한 재료와 용구를 활용하여 드로잉 기법을 이해하고 표현하는 활동으로 내용이 구성된다. 학습자는 목적과 형식에 따른 다양한 종류의 드로잉 기법들을 익히고 이를 활용하여 자신의 목적과 의도를 재현적, 비재현적 방법으로 표현하는 학습을 한다. 이를 통해서 조형 활동의 기본적인 기술을 연마하고, 이를 바탕으로 드로잉에 대한 다양한 경험을 쌓아 사물에 대한 재현적인 표현 능력과 내면에 대한 주관적인 표현 능력을 향상시켜 자신의 생각과 느낌을 창의적으로 표현할 수 있는 능력을 기른다. ", ,[],prof
40,평면 조형,"‘평면 조형’은 평면에서 이루어지는 표현 활동으로, 다양한 조형 요소와 원리의 시각적 효과를 이해하고 여러 가지 평면 재료와 용구, 기법을 활용하여 대상의 특징이나 자신의 생각을 표현하는 기초 과목이다. 평면 조형에 대한 탐구를 토대로 학습자 자신의 전공 실기에 대한 이해의 폭을 넓히거나 표현 능력을 심화하는 데 도움이 되도록 한다. 
  학습자는 ‘평면 조형’ 과목을 통해 대상에 대한 다양한 관찰과 묘사 능력을 키우고 대상이 지니는 아름다움과 가치를 느끼며, 더 나아가 상상력과 감수성을 발휘하여 주체적인 표현 능력을 개발한다. 또한 학습자는 표현 활동에서 나타날 수 있는 여러 가지 문제들을 능동적으로 해결하기 위하여 상징, 텍스트, 이미지 등 관련 정보와 자료의 의미를 올바르게 파악하고, 자신의 의도에 적합한 표현 방법과 매체를 선택하여 활용하는 훈련을 한다. 이를 위한 ‘평면 조형’ 과목의 주요 내용 요소는 동서양의 전통과 현대의 평면 조형 매체, 표현 기법과 활용 등이 된다. 이러한 평면 조형에 대한 이해와 표현 활동을 통하여 학습자 자신의 전공 실기 능력의 폭을 넓히거나 심화한다. ", ,[],prof
